1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,4.658447265624999882e-03,1.075585937499999936e-02,1.173144531249999990e-02
9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01
9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01
9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01
9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01
9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01
9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01
9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01
9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01
9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01,9.375624999999999654e-01
