108245928.35520001	-36325611762.99155	-147412205632.04132	824959.1809895635	31340.238927110568	-7867.551368038003	-17.01147830694779
125903928.35520001	143974498568.21344	166278292918.4171	-53718069.31211262	-15377.973814098954	16313.33431132583	9.850168022701023
108245928.35520001	-36325611762.99155	-147412205632.04132	824959.1809895635	31340.238927110568	-7867.551368038003	-17.01147830694779
125903928.35520001	143974498568.21344	166278292918.4171	-53718069.31211262	-15377.973814098954	16313.33431132583	9.850168022701023
108245928.35520001	-36212777985.326935	-147440492589.11157	763717.661373049	31345.19053301351	-7847.424172466068	-17.01158675300166
125900328.35520001	143974498568.21344	166278292918.4171	-53718069.31211264	-15377.973814098954	16313.33431132583	9.850168022701022
108245928.35520001	-36325611762.99155	-147412205632.04132	824959.1809895635	31340.238927110568	-7867.551368038003	-17.01147830694779
125903928.35520001	7.589954699414355e+31	-3.503056015114812e+31	1.6420575070850785e+31	4.298309377854032e+24	-1.983835097471092e+24	9.299227019395744e+23
108245928.35520001	-36325611762.99155	-147412205632.04132	824959.1809895635	31340.238927110568	-7867.551368038003	-17.01147830694779
110013528.35520001	7.597691656294835e+30	-3.506626918289885e+30	1.6437313679483705e+30	4.298309377854032e+24	-1.983835097471092e+24	9.299227019395744e+23
108245928.35520001	156958285356.47388	-77261949119.36569	-89766420.24260451	17020.90612695984	22876.517607845413	-5.962143836636836
117076728.35520001	168083846560.5639	134403960172.09178	-69974806.28561419	-11821.358863010606	19732.89542054491	8.425187399537739
